Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Fare_log,Age_log,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1,40.0,0,0,27.7208,1,1,27.7208,3.357621598945279,3.713572066704308,False,True,True,False,False,False,False,False,False,True,False,False,True,False
1,1,,1,0,146.5208,2,0,73.2604,4.993969182787072,,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,2,65.87,0,0,10.5,1,1,10.5,2.4423470353692043,4.202750436065887,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0,1,28.0,1,0,82.1708,2,0,41.0854,4.420896324687287,3.367295829986474,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,1,42.0,1,0,52.0,2,0,26.0,3.970291913552122,3.7612001156935624,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,,0,0,7.2292,1,1,7.2292,2.1076888046179385,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,21.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,18.0,2,0,18.0,3,0,6.0,2.9444389791664403,2.9444389791664403,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,14.0,1,0,11.2417,2,0,5.62085,2.5048481563289,2.70805020110221,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,3,40.0,1,0,9.475,2,0,4.7375,2.348991465808201,3.713572066704308,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,27.0,1,0,21.0,2,0,10.5,3.091042453358316,3.332204510175204,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,2,3.0,1,2,41.5792,4,0,10.3948,3.7513658711253766,1.3862943611198906,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,19.0,0,0,7.8792,1,1,7.8792,2.1837114628556327,2.995732273553991,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,3,,0,0,8.05,1,1,8.05,2.2027647577118348,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,,1,0,15.5,2,0,7.75,2.803360380906535,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,3,,2,0,21.6792,3,0,7.226400000000001,3.1214482048688246,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,18.0,1,0,17.8,2,0,8.9,2.9338568698359038,2.9444389791664403,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,7.0,4,1,39.6875,6,0,6.614583333333333,3.705920919968788,2.0794415416798357,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0,3,21.0,0,0,7.8,1,1,7.8,2.174751721484161,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,1,49.0,1,0,76.7292,2,0,38.3646,4.353230991152628,3.912023005428146,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,2,29.0,1,0,26.0,2,0,13.0,3.295836866004329,3.4011973816621555,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,65.0,0,1,61.9792,2,0,30.9896,4.142804513146981,4.189654742026425,False,True,True,False,False,False,False,True,False,False,False,False,False,True
1,1,,0,0,35.5,1,1,35.5,3.597312260588446,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,2,21.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.091042453358316,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,28.5,0,0,7.2292,1,1,7.2292,2.1076888046179385,3.3843902633457743,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,2,5.0,1,2,27.75,4,0,6.9375,3.3586377672433594,1.791759469228055,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,11.0,5,2,46.9,8,0,5.8625,3.8691155044168695,2.4849066497880004,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0,3,22.0,0,0,7.2292,1,1,7.2292,2.1076888046179385,3.1354942159291497,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,1,38.0,0,0,80.0,1,1,80.0,4.394449154672439,3.6635616461296463,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,45.0,1,0,83.475,2,0,41.7375,4.436455632600354,3.828641396489095,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,4.0,3,2,27.9,6,0,4.6499999999999995,3.3638415951183864,1.6094379124341003,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0,1,,0,0,27.7208,1,1,27.7208,3.357621598945279,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,3,,1,1,15.2458,3,0,5.081933333333333,2.7878344138303452,,False,True,True,False,False,True,False,False,False,False,False,False,False,False
1,2,29.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.4011973816621555,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,19.0,0,0,8.1583,1,1,8.1583,2.2146605719425225,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,17.0,4,2,7.925,7,0,1.1321428571428571,2.188856327665703,2.8903717578961645,True,False,False,False,True,False,True,False,False,False,False,True,False,False
0,3,26.0,2,0,8.6625,3,0,2.8874999999999997,2.2682524139135403,3.295836866004329,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,32.0,0,0,10.5,1,1,10.5,2.4423470353692043,3.4965075614664802,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,16.0,5,2,46.9,8,0,5.8625,3.8691155044168695,2.833213344056216,True,False,False,False,True,False,True,False,False,False,False,True,False,False
0,2,21.0,0,0,73.5,1,1,73.5,4.310799125385514,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,26.0,1,0,14.4542,2,0,7.2271,2.737880811060884,3.295836866004329,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,3,32.0,0,0,56.4958,1,1,56.4958,4.05171190165724,3.4965075614664802,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,25.0,0,0,7.65,1,1,7.65,2.157559320943788,3.258096538021482,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,,0,0,8.05,1,1,8.05,2.2027647577118348,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,2,0.83,0,2,29.0,3,0,9.666666666666666,3.4011973816621555,0.6043159668533294,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,3,30.0,0,0,12.475,1,1,12.475,2.600836116795061,3.4339872044851463,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,22.0,0,0,9.0,1,1,9.0,2.302585092994046,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,29.0,0,0,9.5,1,1,9.5,2.3513752571634776,3.4011973816621555,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,,0,0,7.7875,1,1,7.7875,2.1733302571367834,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,1,28.0,0,0,47.1,1,1,47.1,3.8732821771117156,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,17.0,0,0,10.5,1,1,10.5,2.4423470353692043,2.8903717578961645,True,False,False,False,True,False,True,False,False,False,False,True,False,False
1,3,33.0,3,0,15.85,4,0,3.9625,2.8243506567983707,3.5263605246161616,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,16.0,1,3,34.375,5,0,6.875,3.5660053559634015,2.833213344056216,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0,3,,0,0,8.05,1,1,8.05,2.2027647577118348,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,23.0,3,2,249.00622000000035,6,0,41.50103666666673,5.521485797552746,3.1780538303479458,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,24.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.2188758248682006,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,29.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.4011973816621555,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,20.0,0,0,7.8542,1,1,7.8542,2.180891922715322,3.044522437723423,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,46.0,1,0,61.175,2,0,30.5875,4.1299529896894684,3.8501476017100584,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,26.0,1,2,20.575,4,0,5.14375,3.0715352369694915,3.295836866004329,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,59.0,0,0,7.25,1,1,7.25,2.1102132003465894,4.0943445622221,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,8.05,1,1,8.05,2.2027647577118348,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1,65.87,0,0,34.6542,1,1,34.6542,3.57386695198272,4.202750436065887,False,True,True,False,False,False,False,True,False,False,False,False,False,True
1,1,23.0,0,1,63.3583,2,0,31.67915,4.164465907853638,3.1780538303479458,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,2,34.0,0,1,23.0,2,0,11.5,3.1780538303479458,3.5553480614894135,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,34.0,1,0,26.0,2,0,13.0,3.295836866004329,3.5553480614894135,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,28.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.367295829986474,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,,0,0,7.8958,1,1,7.8958,2.1855792552411137,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1,21.0,0,1,77.2875,2,0,38.64375,4.360387947851531,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,33.0,0,0,8.6542,1,1,8.6542,2.267393053825037,3.5263605246161616,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,37.0,2,0,7.925,3,0,2.6416666666666666,2.188856327665703,3.6375861597263857,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,28.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,21.0,0,0,7.65,1,1,7.65,2.157559320943788,3.091042453358316,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,,0,0,7.775,1,1,7.775,2.1719067693519296,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,38.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.6635616461296463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,,1,0,24.15,2,0,12.075,3.224857896545748,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,1,47.0,0,0,52.0,1,1,52.0,3.970291913552122,3.871201010907891,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,14.5,1,0,14.4542,2,0,7.2271,2.737880811060884,2.740840023925201,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,3,22.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.1354942159291497,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,20.0,1,0,9.825,2,0,4.9125,2.3818582738885534,3.044522437723423,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,17.0,0,0,14.4583,1,1,14.4583,2.738146075922933,2.8903717578961645,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,3,21.0,0,0,7.925,1,1,7.925,2.188856327665703,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,65.87,0,0,7.75,1,1,7.75,2.169053700369523,4.202750436065887,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0,2,29.0,1,0,21.0,2,0,10.5,3.091042453358316,3.4011973816621555,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,24.0,0,1,247.5208,2,0,123.7604,5.515526544247129,3.2188758248682006,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,2.0,4,2,31.275,7,0,4.4678571428571425,3.4742929367327062,1.0986122886681098,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,21.0,2,0,73.5,3,0,24.5,4.310799125385514,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,8.05,1,1,8.05,2.2027647577118348,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,2,32.5,1,0,30.0708,2,0,15.0354,3.436268471383741,3.5115454388310208,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,2,32.5,0,0,13.0,1,1,13.0,2.6390573296152584,3.5115454388310208,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,54.0,0,1,77.2875,2,0,38.64375,4.360387947851531,4.007333185232471,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,12.0,1,0,11.2417,2,0,5.62085,2.5048481563289,2.5649493574615367,False,True,True,False,False,True,False,False,False,False,True,False,False,False
0,3,,0,0,7.75,1,1,7.75,2.169053700369523,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,3,24.0,0,0,7.1417,1,1,7.1417,2.0969990034181696,3.2188758248682006,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,,1,1,22.3583,3,0,7.452766666666666,3.1509523813392697,,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,3,45.0,0,0,6.975,1,1,6.975,2.076311648670908,3.828641396489095,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,33.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.5263605246161616,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,20.0,0,0,7.05,1,1,7.05,2.0856720914304723,3.044522437723423,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,47.0,1,0,14.5,2,0,7.25,2.740840023925201,3.871201010907891,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,29.0,1,0,26.0,2,0,13.0,3.295836866004329,3.4011973816621555,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,25.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.258096538021482,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,23.0,0,0,15.0458,1,1,15.0458,2.775447133088262,3.1780538303479458,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,1,19.0,0,2,26.2833,3,0,8.7611,3.3062747934011893,2.995732273553991,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,37.0,1,0,53.1,2,0,26.55,3.9908341858524357,3.6375861597263857,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,16.0,0,0,9.2167,1,1,9.2167,2.3240236363515288,2.833213344056216,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0,1,24.0,0,0,79.2,1,1,79.2,4.384523514872469,3.2188758248682006,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,,0,2,15.2458,3,0,5.081933333333333,2.7878344138303452,,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,3,22.0,0,0,7.75,1,1,7.75,2.169053700369523,3.1354942159291497,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,24.0,1,0,15.85,2,0,7.925,2.8243506567983707,3.2188758248682006,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,19.0,0,0,6.75,1,1,6.75,2.0476928433652555,2.995732273553991,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,2,18.0,0,0,11.5,1,1,11.5,2.5257286443082556,2.9444389791664403,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,19.0,1,1,36.75,3,0,12.25,3.6309854756950335,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,27.0,0,0,7.7958,1,1,7.7958,2.174274334826008,3.332204510175204,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,9.0,2,2,34.375,5,0,6.875,3.5660053559634015,2.302585092994046,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,36.5,0,2,26.0,3,0,8.666666666666666,3.295836866004329,3.624340932976365,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,2,42.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.7612001156935624,False,True,False,False,True,False,False,False,False,True,False,False,True,False
0,2,51.0,0,0,12.525,1,1,12.525,2.6045398247325453,3.9512437185814275,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1,1,22.0,1,0,66.6,2,0,33.3,4.213607983048918,3.1354942159291497,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,55.5,0,0,8.05,1,1,8.05,2.2027647577118348,4.034240638152395,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,40.5,0,2,14.5,3,0,4.833333333333333,2.740840023925201,3.7256934272366524,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,7.3125,1,1,7.3125,2.1177604059819726,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1,51.0,0,1,61.3792,2,0,30.6896,4.133231886474144,3.9512437185814275,False,True,True,False,False,False,False,True,False,False,False,False,True,False
1,3,16.0,0,0,7.7333,1,1,7.7333,2.167143305297764,2.833213344056216,True,False,False,True,False,False,True,False,False,False,False,True,False,False
0,3,30.0,0,0,8.05,1,1,8.05,2.2027647577118348,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,0,0,8.6625,1,1,8.6625,2.2682524139135403,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,,8,2,69.55,11,0,6.322727272727272,4.256321678298823,,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0,3,44.0,0,1,16.1,2,0,8.05,2.8390784635086144,3.8066624897703196,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,40.0,0,0,15.75,1,1,15.75,2.8183982582710754,3.713572066704308,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,26.0,0,0,7.775,1,1,7.775,2.1719067693519296,3.295836866004329,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,17.0,0,0,8.6625,1,1,8.6625,2.2682524139135403,2.8903717578961645,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0,3,1.0,4,1,39.6875,6,0,6.614583333333333,3.705920919968788,0.6931471805599453,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,3,9.0,0,2,20.525,3,0,6.841666666666666,3.0692150503137943,2.302585092994046,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,1,,0,1,55.0,2,0,27.5,4.02535169073515,,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,3,45.0,1,4,27.9,6,0,4.6499999999999995,3.3638415951183864,3.828641396489095,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,,0,0,25.925,1,1,25.925,3.2930552230424524,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,28.0,0,0,56.4958,1,1,56.4958,4.05171190165724,3.367295829986474,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,61.0,0,0,33.5,1,1,33.5,3.5409593240373143,4.127134385045092,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0,3,4.0,4,1,29.125,6,0,4.854166666666667,3.405355391810819,1.6094379124341003,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1,3,1.0,1,1,11.1333,3,0,3.7111,2.495953738718064,0.6931471805599453,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,21.0,0,0,7.925,1,1,7.925,2.188856327665703,3.091042453358316,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,56.0,0,0,30.6958,1,1,30.6958,3.4561841799918147,4.04305126783455,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,3,18.0,1,1,7.8542,3,0,2.6180666666666665,2.180891922715322,2.9444389791664403,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,3,1,25.4667,5,0,5.0933399999999995,3.275887339030031,,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0,1,50.0,0,0,28.7125,1,1,28.7125,3.391567832686312,3.9318256327243257,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,30.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.4339872044851463,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,36.0,0,0,0.0,1,1,0.0,0.0,3.6109179126442243,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,,8,2,69.55,11,0,6.322727272727272,4.256321678298823,,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0,2,,0,0,15.05,1,1,15.05,2.775708849576025,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,3,9.0,4,2,31.3875,7,0,4.483928571428572,3.4777725458882283,2.302585092994046,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,2,1.0,2,1,39.0,4,0,9.75,3.6888794541139363,0.6931471805599453,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,3,4.0,0,2,22.025,3,0,7.341666666666666,3.1365805821413706,1.6094379124341003,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,,0,0,50.0,1,1,50.0,3.9318256327243257,,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,3,,1,0,15.5,2,0,7.75,2.803360380906535,,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1,1,45.0,0,0,26.55,1,1,26.55,3.3160025355989236,3.828641396489095,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,3,40.0,1,1,15.5,3,0,5.166666666666667,2.803360380906535,3.713572066704308,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,3,36.0,0,0,7.8958,1,1,7.8958,2.1855792552411137,3.6109179126442243,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,2,32.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.4965075614664802,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,19.0,0,0,13.0,1,1,13.0,2.6390573296152584,2.995732273553991,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,19.0,1,0,7.8542,2,0,3.9271,2.180891922715322,2.995732273553991,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,3.0,1,1,26.0,3,0,8.666666666666666,3.295836866004329,1.3862943611198906,False,True,False,False,True,True,False,False,False,False,True,False,False,False
1,1,44.0,0,0,27.7208,1,1,27.7208,3.357621598945279,3.8066624897703196,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,1,58.0,0,0,146.5208,1,1,146.5208,4.993969182787072,4.07753744390572,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,3,,0,0,7.75,1,1,7.75,2.169053700369523,,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,42.0,0,1,8.4042,2,0,4.2021,2.2411563979973974,3.7612001156935624,False,True,False,False,True,False,False,True,False,False,False,False,True,False
1,3,,0,0,7.75,1,1,7.75,2.169053700369523,,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,2,24.0,0,0,13.0,1,1,13.0,2.6390573296152584,3.2188758248682006,True,False,False,False,True,False,True,False,False,False,False,False,True,False
